Question,Answer,Image Path
"What is the size of the brush in cm? Length, width and height.","Object brush has the following size:
Length: 56.0 cm,
width: 29.94 cm,
height: 6.48 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0008.color.jpg
"What is the size of the tap2 in cm? Length, width and height.","Object tap2 has the following size:
Length: 158.0 cm,
width: 159.8 cm,
height: 66.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0008.color.jpg
"What is the size of the sponge_01 in cm? Length, width and height.","Object sponge_01 has the following size:
Length: 14.29 cm,
width: 10.81 cm,
height: 5.87 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0008.color.jpg
"What is the size of the sponge_02 in cm? Length, width and height.","Object sponge_02 has the following size:
Length: 19.49 cm,
width: 17.09 cm,
height: 7.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0008.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 17.46 cm,
width: 17.46 cm,
height: 13.03 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the shampoo2 in cm? Length, width and height.","Object shampoo2 has the following size:
Length: 7.92 cm,
width: 10.2 cm,
height: 19.01 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the nail_polish in cm? Length, width and height.","Object nail_polish has the following size:
Length: 4.09 cm,
width: 4.09 cm,
height: 9.64 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the duck in cm? Length, width and height.","Object duck has the following size:
Length: 16.28 cm,
width: 15.42 cm,
height: 12.24 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the cotton_bud in cm? Length, width and height.","Object cotton_bud has the following size:
Length: 10.86 cm,
width: 12.31 cm,
height: 5.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the towel1 in cm? Length, width and height.","Object towel1 has the following size:
Length: 8.54 cm,
width: 28.1 cm,
height: 63.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the towel1 in cm? Length, width and height.","Object towel1 has the following size:
Length: 5.08 cm,
width: 29.11 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the roller2_blind in cm? Length, width and height.","Object roller2_blind has the following size:
Length: 4.6 cm,
width: 59.77 cm,
height: 103.17 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the window2 in cm? Length, width and height.","Object window2 has the following size:
Length: 14.2 cm,
width: 75.8 cm,
height: 206.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the roller1_blind in cm? Length, width and height.","Object roller1_blind has the following size:
Length: 79.97 cm,
width: 4.6 cm,
height: 73.17 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the window1 in cm? Length, width and height.","Object window1 has the following size:
Length: 96.3 cm,
width: 14.2 cm,
height: 206.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the perfume3 in cm? Length, width and height.","Object perfume3 has the following size:
Length: 8.01 cm,
width: 8.01 cm,
height: 9.4 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the cup in cm? Length, width and height.","Object cup has the following size:
Length: 6.48 cm,
width: 6.47 cm,
height: 10.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 4.07 cm,
width: 4.6 cm,
height: 17.78 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 5.36 cm,
width: 3.37 cm,
height: 17.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the nivea in cm? Length, width and height.","Object nivea has the following size:
Length: 9.28 cm,
width: 9.27 cm,
height: 2.02 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the small_shelf in cm? Length, width and height.","Object small_shelf has the following size:
Length: 62.0 cm,
width: 17.0 cm,
height: 4.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the mirror in cm? Length, width and height.","Object mirror has the following size:
Length: 62.0 cm,
width: 1.2 cm,
height: 68.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the soap_box in cm? Length, width and height.","Object soap_box has the following size:
Length: 9.27 cm,
width: 6.4 cm,
height: 2.66 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the soap_box in cm? Length, width and height.","Object soap_box has the following size:
Length: 12.4 cm,
width: 9.22 cm,
height: 3.39 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the sink in cm? Length, width and height.","Object sink has the following size:
Length: 63.44 cm,
width: 53.36 cm,
height: 48.91 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the heater in cm? Length, width and height.","Object heater has the following size:
Length: 52.37 cm,
width: 13.79 cm,
height: 95.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the tap2 in cm? Length, width and height.","Object tap2 has the following size:
Length: 158.0 cm,
width: 159.8 cm,
height: 66.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the sponge_01 in cm? Length, width and height.","Object sponge_01 has the following size:
Length: 14.29 cm,
width: 10.81 cm,
height: 5.87 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the sponge_02 in cm? Length, width and height.","Object sponge_02 has the following size:
Length: 19.49 cm,
width: 17.09 cm,
height: 7.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the lamp in cm? Length, width and height.","Object lamp has the following size:
Length: 21.6 cm,
width: 18.0 cm,
height: 18.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0009.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 17.46 cm,
width: 17.46 cm,
height: 13.03 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the shampoo2 in cm? Length, width and height.","Object shampoo2 has the following size:
Length: 7.92 cm,
width: 10.2 cm,
height: 19.01 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the nail_polish in cm? Length, width and height.","Object nail_polish has the following size:
Length: 4.09 cm,
width: 4.09 cm,
height: 9.64 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the duck in cm? Length, width and height.","Object duck has the following size:
Length: 16.28 cm,
width: 15.42 cm,
height: 12.24 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the cotton_bud in cm? Length, width and height.","Object cotton_bud has the following size:
Length: 10.86 cm,
width: 12.31 cm,
height: 5.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel1 in cm? Length, width and height.","Object towel1 has the following size:
Length: 8.54 cm,
width: 28.1 cm,
height: 63.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel1 in cm? Length, width and height.","Object towel1 has the following size:
Length: 5.08 cm,
width: 29.11 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the roller2_blind in cm? Length, width and height.","Object roller2_blind has the following size:
Length: 4.6 cm,
width: 59.77 cm,
height: 103.17 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the window2 in cm? Length, width and height.","Object window2 has the following size:
Length: 14.2 cm,
width: 75.8 cm,
height: 206.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the lamp in cm? Length, width and height.","Object lamp has the following size:
Length: 18.0 cm,
width: 21.6 cm,
height: 18.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the perfume3 in cm? Length, width and height.","Object perfume3 has the following size:
Length: 8.01 cm,
width: 8.01 cm,
height: 9.4 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the cup in cm? Length, width and height.","Object cup has the following size:
Length: 6.48 cm,
width: 6.47 cm,
height: 10.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 4.07 cm,
width: 4.6 cm,
height: 17.78 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 5.36 cm,
width: 3.37 cm,
height: 17.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the nivea in cm? Length, width and height.","Object nivea has the following size:
Length: 9.28 cm,
width: 9.27 cm,
height: 2.02 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the small_shelf in cm? Length, width and height.","Object small_shelf has the following size:
Length: 62.0 cm,
width: 17.0 cm,
height: 4.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the soap_box in cm? Length, width and height.","Object soap_box has the following size:
Length: 9.27 cm,
width: 6.4 cm,
height: 2.66 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the soap_box in cm? Length, width and height.","Object soap_box has the following size:
Length: 12.4 cm,
width: 9.22 cm,
height: 3.39 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the sink in cm? Length, width and height.","Object sink has the following size:
Length: 63.44 cm,
width: 53.36 cm,
height: 48.91 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the heater in cm? Length, width and height.","Object heater has the following size:
Length: 52.37 cm,
width: 13.79 cm,
height: 95.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel_04 in cm? Length, width and height.","Object towel_04 has the following size:
Length: 23.77 cm,
width: 17.14 cm,
height: 6.2 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel_03 in cm? Length, width and height.","Object towel_03 has the following size:
Length: 23.76 cm,
width: 17.03 cm,
height: 5.96 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the perfume3 in cm? Length, width and height.","Object perfume3 has the following size:
Length: 6.47 cm,
width: 6.47 cm,
height: 9.4 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the shampoo1 in cm? Length, width and height.","Object shampoo1 has the following size:
Length: 14.38 cm,
width: 8.94 cm,
height: 27.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the brush in cm? Length, width and height.","Object brush has the following size:
Length: 56.0 cm,
width: 29.94 cm,
height: 6.48 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the lamp in cm? Length, width and height.","Object lamp has the following size:
Length: 18.0 cm,
width: 21.6 cm,
height: 18.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel2 in cm? Length, width and height.","Object towel2 has the following size:
Length: 29.11 cm,
width: 5.08 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the towel2 in cm? Length, width and height.","Object towel2 has the following size:
Length: 28.38 cm,
width: 11.36 cm,
height: 63.42 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the tap2 in cm? Length, width and height.","Object tap2 has the following size:
Length: 158.0 cm,
width: 159.8 cm,
height: 66.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
"What is the size of the sponge_01 in cm? Length, width and height.","Object sponge_01 has the following size:
Length: 14.29 cm,
width: 10.81 cm,
height: 5.87 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_001/images/scene_cam_00_final_preview/frame.0010.color.jpg
